,Package,Sub_package,Prop_type,Difficulty_level,Holiday Package
1954,therapy,herbal mud plaster,ashram,intermediate,therapy_package_358
1955,therapy,herbal detox bath,ashram,intermediate,therapy_package_359
1956,therapy,herbal detox mud therapy,ashram,intermediate,therapy_package_360
1957,therapy,vedic meditation,ashram,intermediate,therapy_package_361
1958,therapy,vedic satkriya,ashram,intermediate,therapy_package_362
1959,therapy,yogic satkriya,ashram,intermediate,therapy_package_363
1960,therapy,sarvanga lepa,ashram,intermediate,therapy_package_364
1961,therapy,aroma hot mud plaster,ashram,intermediate,therapy_package_365
1962,therapy,energising scrub,ashram,intermediate,therapy_package_366
1963,therapy,vedic healing,ashram,intermediate,therapy_package_367
1964,therapy,pranayama,ashram,intermediate,therapy_package_368
1965,therapy,prayer,ashram,intermediate,therapy_package_369
1966,therapy,fire ceremony (havan),ashram,intermediate,therapy_package_370
1967,therapy,silence (mauna),ashram,intermediate,therapy_package_371
1968,therapy,chill plunge pool,ashram,intermediate,therapy_package_372
1969,facials,vishuddha harmonizing,ashram,intermediate,facials_package_56
1970,facials,skin freshner,ashram,intermediate,facials_package_57
1971,facials,honey and rose,ashram,intermediate,facials_package_58
1972,facials,rose quartz,ashram,intermediate,facials_package_59
1973,facials,royal facial with eye rejuvenation,ashram,intermediate,facials_package_60
1974,adventure,kayaking,ashram,intermediate,adventure_package_144
1975,adventure,hiking,ashram,intermediate,adventure_package_145
1976,adventure,treking,ashram,intermediate,adventure_package_146
1977,adventure,sailing,ashram,intermediate,adventure_package_147
1978,adventure,diving,ashram,intermediate,adventure_package_148
1979,adventure,cycling,ashram,intermediate,adventure_package_149
1980,adventure,surfing,ashram,intermediate,adventure_package_150
1981,adventure,horse riding,ashram,intermediate,adventure_package_151
1982,adventure,skiing,ashram,intermediate,adventure_package_152
1983,adventure,running,ashram,intermediate,adventure_package_153
1984,adventure,river rafting,ashram,intermediate,adventure_package_154
1985,adventure,waling,ashram,intermediate,adventure_package_155
1986,adventure,wild life safari,ashram,intermediate,adventure_package_156
1987,local,language course,ashram,intermediate,local_package_176
1988,local,kitesurfing,ashram,intermediate,local_package_177
1989,local,astrology,ashram,intermediate,local_package_178
1990,local,photography,ashram,intermediate,local_package_179
1991,local,painting,ashram,intermediate,local_package_180
1992,local,dancing,ashram,intermediate,local_package_181
1993,local,life coaching,ashram,intermediate,local_package_182
1994,local,festivals,ashram,intermediate,local_package_183
1995,local,sightseeing,ashram,intermediate,local_package_184
1996,local,nature walk,ashram,intermediate,local_package_185
1997,local,bird watching,ashram,intermediate,local_package_186
1998,local,art,ashram,intermediate,local_package_187
1999,local,pottery,ashram,intermediate,local_package_188
2000,local,mehandi,ashram,intermediate,local_package_189
2001,local,ganges arati,ashram,intermediate,local_package_190
2002,local,cooking,ashram,intermediate,local_package_191
2003,yoga,hatha,spa resort,intermediate,yoga_package_313
2004,yoga,vinyasa,spa resort,intermediate,yoga_package_314
2005,yoga,ashtanga,spa resort,intermediate,yoga_package_315
2006,yoga,anusara,spa resort,intermediate,yoga_package_316
2007,yoga,bikram,spa resort,intermediate,yoga_package_317
2008,yoga,kundalini,spa resort,intermediate,yoga_package_318
2009,yoga,nada,spa resort,intermediate,yoga_package_319
2010,yoga,yin yang,spa resort,intermediate,yoga_package_320
2011,yoga,chakra,spa resort,intermediate,yoga_package_321
2012,yoga,siddhi,spa resort,intermediate,yoga_package_322
2013,yoga,purna,spa resort,intermediate,yoga_package_323
2014,yoga,raja,spa resort,intermediate,yoga_package_324
2015,yoga,maha,spa resort,intermediate,yoga_package_325
2016,yoga,char,spa resort,intermediate,yoga_package_326
2017,yoga,bhakti,spa resort,intermediate,yoga_package_327
2018,yoga,kriya,spa resort,intermediate,yoga_package_328
2019,yoga,power,spa resort,intermediate,yoga_package_329
2020,yoga,vipasana,spa resort,intermediate,yoga_package_330
2021,yoga,pregnent,spa resort,intermediate,yoga_package_331
2022,yoga,prenatal,spa resort,intermediate,yoga_package_332
2023,yoga,pranyama,spa resort,intermediate,yoga_package_333
2024,yoga,yin,spa resort,intermediate,yoga_package_334
2025,yoga,restorative,spa resort,intermediate,yoga_package_335
2026,yoga,nidra,spa resort,intermediate,yoga_package_336
2027,yoga,flow,spa resort,intermediate,yoga_package_337
2028,yoga,teacher training,spa resort,intermediate,yoga_package_338
2029,massage,relaxation therapeutic,spa resort,intermediate,massage_package_253
2030,massage,ayurveda de stress,spa resort,intermediate,massage_package_254
2031,massage,rejuvenation therapeautic,spa resort,intermediate,massage_package_255
2032,massage,salt glow,spa resort,intermediate,massage_package_256
2033,massage,deep tissue,spa resort,intermediate,massage_package_257
2034,massage,manipuri,spa resort,intermediate,massage_package_258
2035,massage,grounding aromatherapy,spa resort,intermediate,massage_package_259
2036,massage,thai,spa resort,intermediate,massage_package_260
2037,massage,indian head,spa resort,intermediate,massage_package_261
2038,massage,active,spa resort,intermediate,massage_package_262
2039,massage,sports recovery,spa resort,intermediate,massage_package_263
2040,massage,swedish,spa resort,intermediate,massage_package_264
2041,massage,earth stone,spa resort,intermediate,massage_package_265
2042,massage,kundilini back,spa resort,intermediate,massage_package_266
2043,massage,anti aging aroma,spa resort,intermediate,massage_package_267
2044,massage,detoxifying ayurvedic,spa resort,intermediate,massage_package_268
2045,massage,reflexology,spa resort,intermediate,massage_package_269
2046,massage,rejuvenation aroma,spa resort,intermediate,massage_package_270
2047,massage,healing scrub,spa resort,intermediate,massage_package_271
2048,massage,tonic vibro,spa resort,intermediate,massage_package_272
2049,massage,merma,spa resort,intermediate,massage_package_273
2050,meditation,loving-kindness meditation,spa resort,intermediate,meditation_package_97
2051,meditation,body scan or progressive relaxation,spa resort,intermediate,meditation_package_98
2052,meditation,mindfulness meditation,spa resort,intermediate,meditation_package_99
2053,meditation,breath awareness meditation,spa resort,intermediate,meditation_package_100
2054,meditation,kundalini yoga,spa resort,intermediate,meditation_package_101
2055,meditation,zen meditation,spa resort,intermediate,meditation_package_102
2056,meditation,transcendental meditation,spa resort,intermediate,meditation_package_103
2057,meditation,focussed attention meditation,spa resort,intermediate,meditation_package_104
2058,naturopathy,mud pack,spa resort,intermediate,naturopathy_package_205
2059,naturopathy,hydrotherapy,spa resort,intermediate,naturopathy_package_206
2060,naturopathy,hip bath,spa resort,intermediate,naturopathy_package_207
2061,naturopathy,spinal bath,spa resort,intermediate,naturopathy_package_208
2062,naturopathy,jet spray,spa resort,intermediate,naturopathy_package_209
2063,naturopathy,jacuzzi,spa resort,intermediate,naturopathy_package_210
2064,naturopathy,pranayama,spa resort,intermediate,naturopathy_package_211
2065,naturopathy,sunbath,spa resort,intermediate,naturopathy_package_212
2066,naturopathy,fasting,spa resort,intermediate,naturopathy_package_213
2067,naturopathy,aromatic hydrotherapy,spa resort,intermediate,naturopathy_package_214
2068,naturopathy,stimulating jet blitz showers,spa resort,intermediate,naturopathy_package_215
2069,naturopathy,jal neti,spa resort,intermediate,naturopathy_package_216
2070,naturopathy,kunjal kriya,spa resort,intermediate,naturopathy_package_217
2071,naturopathy,message therapy,spa resort,intermediate,naturopathy_package_218
2072,naturopathy,chromo therapy,spa resort,intermediate,naturopathy_package_219
2073,naturopathy,diet therapy,spa resort,intermediate,naturopathy_package_220
2074,naturopathy,sauna,spa resort,intermediate,naturopathy_package_221
2075,ayurvedic,abhyanga,spa resort,intermediate,ayurvedic_package_361
2076,ayurvedic,takradhara,spa resort,intermediate,ayurvedic_package_362
2077,ayurvedic,narangakizi,spa resort,intermediate,ayurvedic_package_363
2078,ayurvedic,sirodhara,spa resort,intermediate,ayurvedic_package_364
2079,ayurvedic,pizichil,spa resort,intermediate,ayurvedic_package_365
2080,ayurvedic,mukh lepa,spa resort,intermediate,ayurvedic_package_366
2081,ayurvedic,tan lepa,spa resort,intermediate,ayurvedic_package_367
2082,ayurvedic,navarakizi,spa resort,intermediate,ayurvedic_package_368
2083,ayurvedic,choorna swedana,spa resort,intermediate,ayurvedic_package_369
2084,ayurvedic,janu vasti,spa resort,intermediate,ayurvedic_package_370
2085,ayurvedic,udh warthana,spa resort,intermediate,ayurvedic_package_371
2086,ayurvedic,lepam,spa resort,intermediate,ayurvedic_package_372
2087,ayurvedic,nijavarakizi,spa resort,intermediate,ayurvedic_package_373
2088,ayurvedic,kati vasti,spa resort,intermediate,ayurvedic_package_374
2089,ayurvedic,thalapizhichil,spa resort,intermediate,ayurvedic_package_375
2090,ayurvedic,siro vasthy,spa resort,intermediate,ayurvedic_package_376
2091,ayurvedic,snehapanam,spa resort,intermediate,ayurvedic_package_377
2092,ayurvedic,swedana karma,spa resort,intermediate,ayurvedic_package_378
2093,ayurvedic,oil message,spa resort,intermediate,ayurvedic_package_379
2094,ayurvedic,elakizi,spa resort,intermediate,ayurvedic_package_380
2095,ayurvedic,polikizi,spa resort,intermediate,ayurvedic_package_381
2096,ayurvedic,nasyam,spa resort,intermediate,ayurvedic_package_382
2097,ayurvedic,virechanam,spa resort,intermediate,ayurvedic_package_383
2098,ayurvedic,vasathy,spa resort,intermediate,ayurvedic_package_384
2099,ayurvedic,tharpanam,spa resort,intermediate,ayurvedic_package_385
2100,ayurvedic,vamana,spa resort,intermediate,ayurvedic_package_386
2101,ayurvedic,rakthamoksham,spa resort,intermediate,ayurvedic_package_387
2102,ayurvedic,snehana karma,spa resort,intermediate,ayurvedic_package_388
2103,ayurvedic,lifestyle disorder ,spa resort,intermediate,ayurvedic_package_389
2104,ayurvedic,herbology,spa resort,intermediate,ayurvedic_package_390
2105,therapy,reiki,spa resort,intermediate,therapy_package_373
2106,therapy,accupunture,spa resort,intermediate,therapy_package_374
2107,therapy,aromatherapy,spa resort,intermediate,therapy_package_375
2108,therapy,mantra chanting,spa resort,intermediate,therapy_package_376
2109,therapy,eye rejuvenator,spa resort,intermediate,therapy_package_377
2110,therapy,jasmine salt scrub,spa resort,intermediate,therapy_package_378
2111,therapy,physiotherapy,spa resort,intermediate,therapy_package_379
2112,therapy,reflexology,spa resort,intermediate,therapy_package_380
2113,therapy,grounding salt scrub,spa resort,intermediate,therapy_package_381
2114,therapy,grounding aroma cocoon,spa resort,intermediate,therapy_package_382
2115,therapy,energising earth wrap detoxification,spa resort,intermediate,therapy_package_383
2116,therapy,aroma cocoon,spa resort,intermediate,therapy_package_384
2117,therapy,herbal steam bath,spa resort,intermediate,therapy_package_385
2118,therapy,trataka,spa resort,intermediate,therapy_package_386
2119,therapy,laghu shanka prathalan,spa resort,intermediate,therapy_package_387
2120,therapy,calming rose quartz,spa resort,intermediate,therapy_package_388
2121,therapy,herbal mud plaster,spa resort,intermediate,therapy_package_389
2122,therapy,herbal detox bath,spa resort,intermediate,therapy_package_390
2123,therapy,herbal detox mud therapy,spa resort,intermediate,therapy_package_391
2124,therapy,vedic meditation,spa resort,intermediate,therapy_package_392
2125,therapy,vedic satkriya,spa resort,intermediate,therapy_package_393
2126,therapy,yogic satkriya,spa resort,intermediate,therapy_package_394
2127,therapy,sarvanga lepa,spa resort,intermediate,therapy_package_395
2128,therapy,aroma hot mud plaster,spa resort,intermediate,therapy_package_396
2129,therapy,energising scrub,spa resort,intermediate,therapy_package_397
2130,therapy,vedic healing,spa resort,intermediate,therapy_package_398
2131,therapy,pranayama,spa resort,intermediate,therapy_package_399
2132,therapy,prayer,spa resort,intermediate,therapy_package_400
2133,therapy,fire ceremony (havan),spa resort,intermediate,therapy_package_401
2134,therapy,silence (mauna),spa resort,intermediate,therapy_package_402
2135,therapy,chill plunge pool,spa resort,intermediate,therapy_package_403
2136,facials,vishuddha harmonizing,spa resort,intermediate,facials_package_61
2137,facials,skin freshner,spa resort,intermediate,facials_package_62
2138,facials,honey and rose,spa resort,intermediate,facials_package_63
2139,facials,rose quartz,spa resort,intermediate,facials_package_64
2140,facials,royal facial with eye rejuvenation,spa resort,intermediate,facials_package_65
2141,adventure,kayaking,spa resort,intermediate,adventure_package_157
2142,adventure,hiking,spa resort,intermediate,adventure_package_158
2143,adventure,treking,spa resort,intermediate,adventure_package_159
2144,adventure,sailing,spa resort,intermediate,adventure_package_160
2145,adventure,diving,spa resort,intermediate,adventure_package_161
2146,adventure,cycling,spa resort,intermediate,adventure_package_162
2147,adventure,surfing,spa resort,intermediate,adventure_package_163
2148,adventure,horse riding,spa resort,intermediate,adventure_package_164
2149,adventure,skiing,spa resort,intermediate,adventure_package_165
2150,adventure,running,spa resort,intermediate,adventure_package_166
2151,adventure,river rafting,spa resort,intermediate,adventure_package_167
2152,adventure,waling,spa resort,intermediate,adventure_package_168
2153,adventure,wild life safari,spa resort,intermediate,adventure_package_169
2154,local,language course,spa resort,intermediate,local_package_192
2155,local,kitesurfing,spa resort,intermediate,local_package_193
2156,local,astrology,spa resort,intermediate,local_package_194
2157,local,photography,spa resort,intermediate,local_package_195
2158,local,painting,spa resort,intermediate,local_package_196
2159,local,dancing,spa resort,intermediate,local_package_197
2160,local,life coaching,spa resort,intermediate,local_package_198
2161,local,festivals,spa resort,intermediate,local_package_199
2162,local,sightseeing,spa resort,intermediate,local_package_200
2163,local,nature walk,spa resort,intermediate,local_package_201
2164,local,bird watching,spa resort,intermediate,local_package_202
2165,local,art,spa resort,intermediate,local_package_203
2166,local,pottery,spa resort,intermediate,local_package_204
2167,local,mehandi,spa resort,intermediate,local_package_205
2168,local,ganges arati,spa resort,intermediate,local_package_206
2169,local,cooking,spa resort,intermediate,local_package_207
2170,yoga,hatha,wellness hotel,intermediate,yoga_package_339
2171,yoga,vinyasa,wellness hotel,intermediate,yoga_package_340
2172,yoga,ashtanga,wellness hotel,intermediate,yoga_package_341
2173,yoga,anusara,wellness hotel,intermediate,yoga_package_342
2174,yoga,bikram,wellness hotel,intermediate,yoga_package_343
2175,yoga,kundalini,wellness hotel,intermediate,yoga_package_344
2176,yoga,nada,wellness hotel,intermediate,yoga_package_345
2177,yoga,yin yang,wellness hotel,intermediate,yoga_package_346
2178,yoga,chakra,wellness hotel,intermediate,yoga_package_347
2179,yoga,siddhi,wellness hotel,intermediate,yoga_package_348
2180,yoga,purna,wellness hotel,intermediate,yoga_package_349
2181,yoga,raja,wellness hotel,intermediate,yoga_package_350
2182,yoga,maha,wellness hotel,intermediate,yoga_package_351
2183,yoga,char,wellness hotel,intermediate,yoga_package_352
2184,yoga,bhakti,wellness hotel,intermediate,yoga_package_353
2185,yoga,kriya,wellness hotel,intermediate,yoga_package_354
2186,yoga,power,wellness hotel,intermediate,yoga_package_355
2187,yoga,vipasana,wellness hotel,intermediate,yoga_package_356
2188,yoga,pregnent,wellness hotel,intermediate,yoga_package_357
2189,yoga,prenatal,wellness hotel,intermediate,yoga_package_358
2190,yoga,pranyama,wellness hotel,intermediate,yoga_package_359
2191,yoga,yin,wellness hotel,intermediate,yoga_package_360
2192,yoga,restorative,wellness hotel,intermediate,yoga_package_361
2193,yoga,nidra,wellness hotel,intermediate,yoga_package_362
2194,yoga,flow,wellness hotel,intermediate,yoga_package_363
2195,yoga,teacher training,wellness hotel,intermediate,yoga_package_364
2196,massage,relaxation therapeutic,wellness hotel,intermediate,massage_package_274
2197,massage,ayurveda de stress,wellness hotel,intermediate,massage_package_275
2198,massage,rejuvenation therapeautic,wellness hotel,intermediate,massage_package_276
2199,massage,salt glow,wellness hotel,intermediate,massage_package_277
2200,massage,deep tissue,wellness hotel,intermediate,massage_package_278
2201,massage,manipuri,wellness hotel,intermediate,massage_package_279
2202,massage,grounding aromatherapy,wellness hotel,intermediate,massage_package_280
2203,massage,thai,wellness hotel,intermediate,massage_package_281
2204,massage,indian head,wellness hotel,intermediate,massage_package_282
2205,massage,active,wellness hotel,intermediate,massage_package_283
2206,massage,sports recovery,wellness hotel,intermediate,massage_package_284
2207,massage,swedish,wellness hotel,intermediate,massage_package_285
2208,massage,earth stone,wellness hotel,intermediate,massage_package_286
2209,massage,kundilini back,wellness hotel,intermediate,massage_package_287
2210,massage,anti aging aroma,wellness hotel,intermediate,massage_package_288
2211,massage,detoxifying ayurvedic,wellness hotel,intermediate,massage_package_289
2212,massage,reflexology,wellness hotel,intermediate,massage_package_290
2213,massage,rejuvenation aroma,wellness hotel,intermediate,massage_package_291
2214,massage,healing scrub,wellness hotel,intermediate,massage_package_292
2215,massage,tonic vibro,wellness hotel,intermediate,massage_package_293
2216,massage,merma,wellness hotel,intermediate,massage_package_294
2217,meditation,loving-kindness meditation,wellness hotel,intermediate,meditation_package_105
2218,meditation,body scan or progressive relaxation,wellness hotel,intermediate,meditation_package_106
2219,meditation,mindfulness meditation,wellness hotel,intermediate,meditation_package_107
2220,meditation,breath awareness meditation,wellness hotel,intermediate,meditation_package_108
2221,meditation,kundalini yoga,wellness hotel,intermediate,meditation_package_109
2222,meditation,zen meditation,wellness hotel,intermediate,meditation_package_110
2223,meditation,transcendental meditation,wellness hotel,intermediate,meditation_package_111
2224,meditation,focussed attention meditation,wellness hotel,intermediate,meditation_package_112
2225,naturopathy,mud pack,wellness hotel,intermediate,naturopathy_package_222
2226,naturopathy,hydrotherapy,wellness hotel,intermediate,naturopathy_package_223
2227,naturopathy,hip bath,wellness hotel,intermediate,naturopathy_package_224
2228,naturopathy,spinal bath,wellness hotel,intermediate,naturopathy_package_225
2229,naturopathy,jet spray,wellness hotel,intermediate,naturopathy_package_226
2230,naturopathy,jacuzzi,wellness hotel,intermediate,naturopathy_package_227
2231,naturopathy,pranayama,wellness hotel,intermediate,naturopathy_package_228
2232,naturopathy,sunbath,wellness hotel,intermediate,naturopathy_package_229
2233,naturopathy,fasting,wellness hotel,intermediate,naturopathy_package_230
2234,naturopathy,aromatic hydrotherapy,wellness hotel,intermediate,naturopathy_package_231
2235,naturopathy,stimulating jet blitz showers,wellness hotel,intermediate,naturopathy_package_232
2236,naturopathy,jal neti,wellness hotel,intermediate,naturopathy_package_233
2237,naturopathy,kunjal kriya,wellness hotel,intermediate,naturopathy_package_234
2238,naturopathy,message therapy,wellness hotel,intermediate,naturopathy_package_235
2239,naturopathy,chromo therapy,wellness hotel,intermediate,naturopathy_package_236
2240,naturopathy,diet therapy,wellness hotel,intermediate,naturopathy_package_237
2241,naturopathy,sauna,wellness hotel,intermediate,naturopathy_package_238
2242,ayurvedic,abhyanga,wellness hotel,intermediate,ayurvedic_package_391
2243,ayurvedic,takradhara,wellness hotel,intermediate,ayurvedic_package_392
2244,ayurvedic,narangakizi,wellness hotel,intermediate,ayurvedic_package_393
2245,ayurvedic,sirodhara,wellness hotel,intermediate,ayurvedic_package_394
2246,ayurvedic,pizichil,wellness hotel,intermediate,ayurvedic_package_395
2247,ayurvedic,mukh lepa,wellness hotel,intermediate,ayurvedic_package_396
2248,ayurvedic,tan lepa,wellness hotel,intermediate,ayurvedic_package_397
2249,ayurvedic,navarakizi,wellness hotel,intermediate,ayurvedic_package_398
2250,ayurvedic,choorna swedana,wellness hotel,intermediate,ayurvedic_package_399
2251,ayurvedic,janu vasti,wellness hotel,intermediate,ayurvedic_package_400
2252,ayurvedic,udh warthana,wellness hotel,intermediate,ayurvedic_package_401
2253,ayurvedic,lepam,wellness hotel,intermediate,ayurvedic_package_402
2254,ayurvedic,nijavarakizi,wellness hotel,intermediate,ayurvedic_package_403
2255,ayurvedic,kati vasti,wellness hotel,intermediate,ayurvedic_package_404
2256,ayurvedic,thalapizhichil,wellness hotel,intermediate,ayurvedic_package_405
2257,ayurvedic,siro vasthy,wellness hotel,intermediate,ayurvedic_package_406
2258,ayurvedic,snehapanam,wellness hotel,intermediate,ayurvedic_package_407
2259,ayurvedic,swedana karma,wellness hotel,intermediate,ayurvedic_package_408
2260,ayurvedic,oil message,wellness hotel,intermediate,ayurvedic_package_409
2261,ayurvedic,elakizi,wellness hotel,intermediate,ayurvedic_package_410
2262,ayurvedic,polikizi,wellness hotel,intermediate,ayurvedic_package_411
2263,ayurvedic,nasyam,wellness hotel,intermediate,ayurvedic_package_412
2264,ayurvedic,virechanam,wellness hotel,intermediate,ayurvedic_package_413
2265,ayurvedic,vasathy,wellness hotel,intermediate,ayurvedic_package_414
2266,ayurvedic,tharpanam,wellness hotel,intermediate,ayurvedic_package_415
2267,ayurvedic,vamana,wellness hotel,intermediate,ayurvedic_package_416
2268,ayurvedic,rakthamoksham,wellness hotel,intermediate,ayurvedic_package_417
2269,ayurvedic,snehana karma,wellness hotel,intermediate,ayurvedic_package_418
2270,ayurvedic,lifestyle disorder ,wellness hotel,intermediate,ayurvedic_package_419
2271,ayurvedic,herbology,wellness hotel,intermediate,ayurvedic_package_420
2272,therapy,reiki,wellness hotel,intermediate,therapy_package_404
2273,therapy,accupunture,wellness hotel,intermediate,therapy_package_405
2274,therapy,aromatherapy,wellness hotel,intermediate,therapy_package_406
2275,therapy,mantra chanting,wellness hotel,intermediate,therapy_package_407
2276,therapy,eye rejuvenator,wellness hotel,intermediate,therapy_package_408
2277,therapy,jasmine salt scrub,wellness hotel,intermediate,therapy_package_409
2278,therapy,physiotherapy,wellness hotel,intermediate,therapy_package_410
2279,therapy,reflexology,wellness hotel,intermediate,therapy_package_411
2280,therapy,grounding salt scrub,wellness hotel,intermediate,therapy_package_412
2281,therapy,grounding aroma cocoon,wellness hotel,intermediate,therapy_package_413
2282,therapy,energising earth wrap detoxification,wellness hotel,intermediate,therapy_package_414
2283,therapy,aroma cocoon,wellness hotel,intermediate,therapy_package_415
2284,therapy,herbal steam bath,wellness hotel,intermediate,therapy_package_416
2285,therapy,trataka,wellness hotel,intermediate,therapy_package_417
2286,therapy,laghu shanka prathalan,wellness hotel,intermediate,therapy_package_418
2287,therapy,calming rose quartz,wellness hotel,intermediate,therapy_package_419
2288,therapy,herbal mud plaster,wellness hotel,intermediate,therapy_package_420
2289,therapy,herbal detox bath,wellness hotel,intermediate,therapy_package_421
2290,therapy,herbal detox mud therapy,wellness hotel,intermediate,therapy_package_422
2291,therapy,vedic meditation,wellness hotel,intermediate,therapy_package_423
2292,therapy,vedic satkriya,wellness hotel,intermediate,therapy_package_424
2293,therapy,yogic satkriya,wellness hotel,intermediate,therapy_package_425
2294,therapy,sarvanga lepa,wellness hotel,intermediate,therapy_package_426
2295,therapy,aroma hot mud plaster,wellness hotel,intermediate,therapy_package_427
2296,therapy,energising scrub,wellness hotel,intermediate,therapy_package_428
2297,therapy,vedic healing,wellness hotel,intermediate,therapy_package_429
2298,therapy,pranayama,wellness hotel,intermediate,therapy_package_430
2299,therapy,prayer,wellness hotel,intermediate,therapy_package_431
2300,therapy,fire ceremony (havan),wellness hotel,intermediate,therapy_package_432
2301,therapy,silence (mauna),wellness hotel,intermediate,therapy_package_433
2302,therapy,chill plunge pool,wellness hotel,intermediate,therapy_package_434
2303,facials,vishuddha harmonizing,wellness hotel,intermediate,facials_package_66
2304,facials,skin freshner,wellness hotel,intermediate,facials_package_67
2305,facials,honey and rose,wellness hotel,intermediate,facials_package_68
2306,facials,rose quartz,wellness hotel,intermediate,facials_package_69
2307,facials,royal facial with eye rejuvenation,wellness hotel,intermediate,facials_package_70
2308,adventure,kayaking,wellness hotel,intermediate,adventure_package_170
2309,adventure,hiking,wellness hotel,intermediate,adventure_package_171
2310,adventure,treking,wellness hotel,intermediate,adventure_package_172
2311,adventure,sailing,wellness hotel,intermediate,adventure_package_173
2312,adventure,diving,wellness hotel,intermediate,adventure_package_174
2313,adventure,cycling,wellness hotel,intermediate,adventure_package_175
2314,adventure,surfing,wellness hotel,intermediate,adventure_package_176
2315,adventure,horse riding,wellness hotel,intermediate,adventure_package_177
2316,adventure,skiing,wellness hotel,intermediate,adventure_package_178
2317,adventure,running,wellness hotel,intermediate,adventure_package_179
2318,adventure,river rafting,wellness hotel,intermediate,adventure_package_180
2319,adventure,waling,wellness hotel,intermediate,adventure_package_181
2320,adventure,wild life safari,wellness hotel,intermediate,adventure_package_182
2321,local,language course,wellness hotel,intermediate,local_package_208
2322,local,kitesurfing,wellness hotel,intermediate,local_package_209
2323,local,astrology,wellness hotel,intermediate,local_package_210
2324,local,photography,wellness hotel,intermediate,local_package_211
2325,local,painting,wellness hotel,intermediate,local_package_212
2326,local,dancing,wellness hotel,intermediate,local_package_213
2327,local,life coaching,wellness hotel,intermediate,local_package_214
2328,local,festivals,wellness hotel,intermediate,local_package_215
2329,local,sightseeing,wellness hotel,intermediate,local_package_216
2330,local,nature walk,wellness hotel,intermediate,local_package_217
2331,local,bird watching,wellness hotel,intermediate,local_package_218
2332,local,art,wellness hotel,intermediate,local_package_219
2333,local,pottery,wellness hotel,intermediate,local_package_220
2334,local,mehandi,wellness hotel,intermediate,local_package_221
2335,local,ganges arati,wellness hotel,intermediate,local_package_222
2336,yoga,hatha,hostel,intermediate,yoga_package_365
2337,yoga,vinyasa,hostel,intermediate,yoga_package_366
2338,yoga,ashtanga,hostel,intermediate,yoga_package_367
2339,yoga,anusara,hostel,intermediate,yoga_package_368
2340,yoga,bikram,hostel,intermediate,yoga_package_369
2341,yoga,kundalini,hostel,intermediate,yoga_package_370
2342,yoga,nada,hostel,intermediate,yoga_package_371
2343,yoga,yin yang,hostel,intermediate,yoga_package_372
2344,yoga,chakra,hostel,intermediate,yoga_package_373
2345,yoga,siddhi,hostel,intermediate,yoga_package_374
2346,yoga,purna,hostel,intermediate,yoga_package_375
2347,yoga,raja,hostel,intermediate,yoga_package_376
2348,yoga,maha,hostel,intermediate,yoga_package_377
2349,yoga,char,hostel,intermediate,yoga_package_378
2350,yoga,bhakti,hostel,intermediate,yoga_package_379
2351,yoga,kriya,hostel,intermediate,yoga_package_380
2352,yoga,power,hostel,intermediate,yoga_package_381
2353,yoga,vipasana,hostel,intermediate,yoga_package_382
2354,yoga,pregnent,hostel,intermediate,yoga_package_383
2355,yoga,prenatal,hostel,intermediate,yoga_package_384
2356,yoga,pranyama,hostel,intermediate,yoga_package_385
2357,yoga,yin,hostel,intermediate,yoga_package_386
2358,yoga,restorative,hostel,intermediate,yoga_package_387
2359,yoga,nidra,hostel,intermediate,yoga_package_388
2360,yoga,flow,hostel,intermediate,yoga_package_389
2361,yoga,teacher training,hostel,intermediate,yoga_package_390
2362,massage,relaxation therapeutic,hostel,intermediate,massage_package_295
2363,massage,ayurveda de stress,hostel,intermediate,massage_package_296
2364,massage,rejuvenation therapeautic,hostel,intermediate,massage_package_297
2365,massage,salt glow,hostel,intermediate,massage_package_298
2366,massage,deep tissue,hostel,intermediate,massage_package_299
2367,massage,manipuri,hostel,intermediate,massage_package_300
2368,massage,grounding aromatherapy,hostel,intermediate,massage_package_301
2369,massage,thai,hostel,intermediate,massage_package_302
2370,massage,indian head,hostel,intermediate,massage_package_303
2371,massage,active,hostel,intermediate,massage_package_304
2372,massage,sports recovery,hostel,intermediate,massage_package_305
2373,massage,swedish,hostel,intermediate,massage_package_306
2374,massage,earth stone,hostel,intermediate,massage_package_307
2375,massage,kundilini back,hostel,intermediate,massage_package_308
2376,massage,anti aging aroma,hostel,intermediate,massage_package_309
2377,massage,detoxifying ayurvedic,hostel,intermediate,massage_package_310
2378,massage,reflexology,hostel,intermediate,massage_package_311
2379,massage,rejuvenation aroma,hostel,intermediate,massage_package_312
2380,massage,healing scrub,hostel,intermediate,massage_package_313
2381,massage,tonic vibro,hostel,intermediate,massage_package_314
2382,massage,merma,hostel,intermediate,massage_package_315
2383,meditation,loving-kindness meditation,hostel,intermediate,meditation_package_113
2384,meditation,body scan or progressive relaxation,hostel,intermediate,meditation_package_114
2385,meditation,mindfulness meditation,hostel,intermediate,meditation_package_115
2386,meditation,breath awareness meditation,hostel,intermediate,meditation_package_116
2387,meditation,kundalini yoga,hostel,intermediate,meditation_package_117
2388,meditation,zen meditation,hostel,intermediate,meditation_package_118
2389,meditation,transcendental meditation,hostel,intermediate,meditation_package_119
2390,meditation,focussed attention meditation,hostel,intermediate,meditation_package_120
2391,naturopathy,mud pack,hostel,intermediate,naturopathy_package_239
